,review_id,user_id,business_id,stars,useful,funny,cool,text,date
273,PiqvgR0Psc-GBg9zEYcWbg,NhMt8aBjpG6LgOjDRXivJg,TWkL-VHo6P-WwL8iTvqlYQ,1,0,0,0,"The quality of food been going down hill in the last few months.  I ordered the lettuce wraps and a chicken dish take out.  When I got home the lettuce was slimy and soft.  I ended up throwing it away and ate the meat portion by itself.  The previous time I ordered lettuce wraps​, the lettuce we're too small to wrap the meat in.  Also the entries seems to have more rice and less meat.  Like I said earlier, quality is get worst.   I'll give Pei Wei another chance in a year, that will give the chain chance to fire the cooks or whomever prepares the lettuce.  Maybe management will change also.",10/24/2017 19:54
305,W4z6w4jGiVb8ZlntHjYieg,C7aIVNWsRtOnn6cGtc8WAA,YXvXE2p6xeg6a11SMIjQ3w,1,0,0,0,If I could I could give 0 stars I would. So we show up around 5:30pm on a Monday. Place is pretty empty. Ordered drink which took about 30 mins to get. Ice was already melted in my drink. Ordered apps and meals. We did not get out food until 7:30. We waited a hour and a half for food @ a empty upscale pizza shop. BTW my pizza was cold. And there is some manager guy walking around looking busy but what a joke. Also I ordered a Calzone which was not a Calzone. Crust Chandler Simply Italian is a joke of a place and anyone that waste there money obviously does not care about the food they put in there mouth or any kind of service. What a rip off. Just remember every time someone has a bad experience they tell 10 people. I was with 4 people. That's 50 people in day. I think the major issue is the customer base has no clue what good Italian is. It sad that so many people accept this.,5/8/2018 16:24
307,m4AXzV9l14iFBd9DRdM82w,6X0i-oGUbh5DZdTHzFuKfg,9A1C1f0m4nQltQrOOTl-Kw,1,11,1,0,"The building is lovely.  The remodel after Buttita's is as good as one can do when turning a lovely restaurant into a sports bar-style restaurant (though why one would want to do that is beyond me).  And that's where the good stuff stops.
In short, the service and all things related to it were glacially slow; the food, when it arrived, was mediocre at best -- and missing key elements (one whole order, and other parts).  This restaurant cannot possibly last if they don't figure out how to greet and serve customers, or get the food that was ordered actually to the tables.
The full story.
Upon arrival, we found a vacant hostess stand, then a long walk down the hall to the dining room along which we saw no one who works there.  Luckily, we ran into friends who assured us that we could seat ourselves.
After waiting at our table for some 15 minutes, we used a bit of self-help, and accosted a waitress to ask for some menus.  After another 5-7 minutes another waitress finally showed up with menus and silverware. She did not offer water, or to bring us a drink of any sort - just plopped the menus down and disappeared.
Quite some time later, our waitress arrived, apologetically, and took our order.  We ordered an appetizer (cheese fries), and three meals: 1 burger (would have been on wheat bread but despite the menu, they had none), one 1/2 ribeye (which the menu says was supposed to be thick, but which was certainly not), that should have come with some interesting sounding twice baked potato casserole, and one individual pizza.  My daughter ordered a diet, I ordered water, and my husband ordered a beer.
The water and diet only took about 7 minutes to arrive.
The appetizer might have arrived after another 10, but the food runner carrying the plate of cheese fries tried to deliver them to another table. Having learned he had the wrong table, the lad just took them back to the kitchen.
Eventually, the cheese fries arrived.  They weren't as hot as one would like, and for the price, there should have been a LOT more cheese.  The fries were no better than I could make using frozen crinkle fries from the grocery.
Within 3 minutes of the appetizer's tardy arrival, some of our food arrived.
The burger (but not the beer), and my steak with vegetable, but no potato casserole, and no pizza.
The waitress arrived, and asked if everything was there, we told her ""no"", and pointed out that we were missing the beer, the potatoes and the pizza.  Ten minutes later the beer arrived.
My husband then went up to the window where the pizza would have been put up for a food runner -- no pizza had been ordered.
So. 
The steak was fatty, but moderately tasty, if only tepid.  The broccoli was cold, the burger was not as good as you can get at, say Hardee's (despite costing twice as much). 
We never did get the pizza.  Or the potatoes.  
I DID offer to come in as a consulting manager to help them teach the staff how to actually wait tables......",12/7/2013 2:26
308,dWok_1EBIhokaC1nTK0Qog,luhdgbeCQTduV1VcKtcqSw,VksJ-Qf5SI3Uhpo2_8GCPA,1,2,0,0,"Problems popped up after we dropped off the vehicle. This location doesn't have an after hours key drop box. In the past, we simply left the keys in the locked vehicle.

On Sunday we parked the SUV in a spot directly adjacent to the front door. On Monday at 5:45 pm; I received a call from  them asking where the car was. After they figured that out; they claimed not to have a spare key and we would be charged continued rental until WE found a way to actually put the keys in their hands. Or we could pay a $50 fee and an extra day rental and they would handle it. After demanding to speak with a manager; we were told that they would drop all extra charges this time.

Looked at our checking account on Tuesday. Found out that they had debited our account for the rental plus the initial deposit. (The deposit is never drawn at the end unless there were damages involved; there weren't.) Had to call our bank to contest the extra charges. The bank handled this for us and we only paid the agreed upon rental price. This was the ABSOLUTE worst rental experience we ever had.",8/25/2016 12:12
320,0Zl4FlQNr2SNYdTSL-I_BQ,GAHpfnWFWGvigQUCDjkOcg,XXxscMkHPEdsZtzjesk5zg,1,0,0,0,Went to the drive through just for an ice cream cone and I was informed that they weren't selling ice cream. When we pulled up to wait for the car in front of us to get there order we saw the worker hand them an    Ice cream come..,10/27/2014 2:33
329,rcebF6O2pA5zPUL3B4GJvQ,lJPm0lqWb0Lx3CT_QOXEZA,ATErtjbLCxEPOD8ICKKr5Q,1,0,0,0,"Bad service, reeeally slow chefs. We were the first guests in the restaurant, and after an hour or waiting for sushi/sashimi, the waitress told us they hadn't even started our order! When did 'sushi making' start takin so long???  We told them to cancel our order and bounced. Don't even know what the food quality is like but I can't wait an hour to find out.  There are better Japanese restaurants in Henderson if you're willing to drive out of the hotel.",3/18/2013 18:11
332,6Rru3tX84484aSC2UoEtCw,WdH8pzmTvPyFucmrfI0bUA,Q8EzJWK-JIh8zRDfsAeqWA,1,5,7,3,"bop is so over-the-top ridiculous. the prices are outlandish for the very little fabric you're actually buying. i've been in there a couple of times and feel like i've entered an alternate world: a land where it makes sense to spend $80 on a tube top covered in cheap rhinestones, a land where the employees believe customers should be discouraged from buying their clothes by sending them sneering glares, a land where they forget their neighbors are pizzeria uno and fair trade coffeehouse. 

ugh.",4/21/2006 1:25
336,obYef6g3o6AVRJW_ocd4HA,_xEw7D-qZ4DL2rOD5ZWPvg,ZVSGswtLoZLAH9gzRAGf7A,1,10,0,0,"I have been using Handy's service for three months now. I will admit that I had 2-3 really good professionals clean my place. However, the others were just OK...Several of them would leave after 1.5 hours even though I paid for 2.5 hours. I could understand if there were not anything else to do, but there was (for example: mopping the floor.)

I have had a couple of professionals who were very rude. The last one was scared of dogs even though it states on my profile that I have a dog, and he will be with me at all times. BTW: I have a 10 pound Chihweenie who is very sweet and likes all people. The last person kept complaining that there is no free parking--well I live in downtown Toronto. What do you expect? She stated that she had tried to call me and text me. However, I showed her my cell phone, and there were no contact from her.

I don't get the same pros each two weeks. I am allowing a complete stranger into my apartment each time. I have decided that I will cancel my service as of today. I am truly not satisfied with the unprofessionalism, pros coming late and leaving early, and jobs that were done half assed. I am not asking for much. I am asking to clean the counters and mop the floors. I don't think that this is too much to ask.",11/18/2015 20:40
341,OpOGmmgqTbU5ZXugQh7y7Q,FIup8Q0uhRQn1F7zsKmmEQ,G5or_Fra4-6IYOVlm_dI2Q,1,0,0,0,"The hostess was a complete b&%$#!

Couldn't handle seating/reservations at all.

Waitress was efficient, but very cold.
Definitely nothing like I had heard. No fun, no laughter!  Seemed like everyone was just... there!",2/11/2018 4:29
354,E8BmhoPmuhRL4vgxHehVEA,oqau_mWj8R7PMZju0UHVaQ,XNrnspswrrB044gPFHSi8Q,1,1,1,2,The copy and print center here is just so horrible. They have no care and concern for customer service. This department always handles shipping too. It should be a walk in and walk out kind of thing showing up with prepackaged boxes- wrong! Seriously UPS shouldn't allow them to represent their brand. It makes UPS look bad. And the store manager just doesn't care. Mention it to him and he'll just say their short staffed and not even offer to help.,9/30/2016 19:46
371,5EVEzIC7vvgH8CFnaCbu2g,Rifq9wCiA98eTFXNG3bGFQ,CvZi1UTIz6yw58R0kYqLcA,1,5,0,0,I placed a custom order on 30 August. I was told it would be ready in 2 weeks. By early October I hadn't heard anything about it. I contacted Carrie Hood and asked for an update. She apologized and said it would be ready that Saturday. I messaged her after I didn't hear back from her about my order that Saturday and received an automated response. I have since messaged her several times and have received the same automated response. On November 4th I sent a message asking for a refund and again received the same automated response. This morning I attempted to contact Rugged Moose Decor again only to learn that I have been blocked. I was using Facebook messager to communicate with Carrie hood. Now I can no longer reach her and I don't have my order or a refund. This company is a scam.,11/6/2017 21:28
373,5Bk9D1MHyvD-__kGAoWaOQ,SSd0HXDPcHhlMnrn9qwSWA,HNQzTcyaW3PwJ2oC8vKWHw,1,0,0,0,"The good food is not worth the hassle of dealing with the lady at the window she treats the customers like dirt. On one visit I asked for my change and was told no you don't get change and had the window shut on me, the second time I paid for and didn't receive my side of sour cream and when I asked her for my side she demanded I dump my bag of food out at the window and show her there was no sour cream. I plan on never returning to this location as she is always working when I drive through.",9/24/2015 2:10
387,w2-RdZpyT5Xt0AVIxo_U6Q,bYHDSTtg33w5WxA2foWdNQ,bZ0HY9fLYrk096mRDBLZyg,1,0,0,0,"I got a French manicure and pedicure done from here a week ago. When I came home, I noticed that my heels were all scratched. Moreover, the French manicure started peeling 2 days later. When I went back to show them my nails, they said they don't guarantee regular nail paint and were least interested in attending to my concern. It would have been better if I would have not paid extra money for the French manicure and painted my nails myself. Would strongly dissuade anyone from going there for the service and attitude towards their services. A customer pays for some level of satisfaction and service which seems this place is drastically lacking!",5/7/2016 1:30
395,zObtamE5z74BSnpkAxVvZg,3ajn7OsVwsgKqBGGlbSgJQ,#NAME?,1,6,2,2,"The one time I came here for myself, my Arizona Brown spider bite was diagnosed as a staff infection. Either way I would have gotten antibiotics, but the misdiagnosis turned me off from this hospitals expertise, especially after a friend who is an army medic and an EMS team diagnosed it right.",10/27/2011 13:22
398,FxrTJ6AeP32FdwZVK2RXlQ,gspAT0PELCPHC4lI5LKdtA,1u_FbiGTSTCc1XvvoT2txw,1,3,0,1,"I had explicitly explained to your manager that 1) I didn't receive an email - so I didn't see this fine print that you speak of; 2) I'm in the process of relocation, so I don't have my license transferred to NV and still work in both NV and CA.

Maybe the reason you boast not being a crowded gym is that you won't let anyone use your facility without these crazy conditions that I and others speak of in reviews...

Additionally, you have one shower stall with a huge rainfall shower head; not everyone wants to have water falling directly on their head and no where else...

Anyway, thank you to the GM for being such a jerk; this allowed for me to see that there is no flexibility whenever there is an issue that may arise with your patrons. The reason I signed with 24? Their staff was understanding of my situation and totally accommodating.  Yay for them - love them!!!",4/19/2017 18:34
402,_Qzj17f5M9qUr-TyOB2ivA,3p_FOaMpQhRdSZvYTlgfJg,zaz2lcLxYX7jNwXRGl8h_g,1,0,0,0,stopped in there for lunch ordered 2 item combo lemon chicken and ginger beef  got 5 piece of lemon chicken which was very lightly flavored  and got 6 pieces of for lack of a better term ginger beef there words not mine because there was no ginger to be found it was bland and cold . the chow mein was pretty good but really do not be so cheap im ordering a meal not a snack pack guess i lucked out not being to much did not have to endure there food if your looking for chinese foood or even a reasonable facsimile of this is not it do not waste your money.,4/7/2017 22:48
403,NaOzgQSDlGx82eHhqxmmdQ,HLaSqQMDVvlcFPGJL_kGCA,8R2Gm4lsS90JG9jIYHlfeg,1,0,0,0,"Usually the first thing I say when I walk into Monday's is ""God damn it!  Why am I at Monday's?""  I hate this place.  Way too crowded.  Shitty music.  No atmosphere.  Stay the hell away.",4/27/2005 20:46
409,00Pf9TlMZBgn5EziQAlFKw,tYnbw419U2Lfzwn_ytrNuA,oYfzCy8kUkALFa28og_OsQ,1,0,0,0,"Bad 1st experience! Charged for something I didn't ask for or receive. The young lady at the drive thru was rude and incompetent, it's just coffee and a danish. How do you screw that up? Will never visit this store again especially if she's on the window. Bottom line, put friendly people on the window who can place an order and swipe a card.",12/2/2017 19:43
415,ZRwIbqGNBQLPCaS9EqjR4A,z4Fxr2GhzxpHvkZyekZAOA,lH1WyBjyrIlWjYvKmaKctg,1,1,1,0,"I stopped in because Harumi Sushi no longer serves dinner options, only sushi. Upon entering the restaurant I was greeted by a nice woman. After glancing over the menu, I chose the lasagna, which comes with sourdough bread. I wasn't in a dine-in mood so I took the order togo. The restaurant was clean and I only waited about ten minutes to receive the meal. However, the clean environment and short wait time cannot make up for the bad taste of the food. The lasagna was horrible!! It taste extremely bad and I don't know if it is just me or not but when did lasagna start being made with carrots? Moral of the story is, I will not be returning again!",5/19/2016 3:57
423,ZBiVwoU0IzbHqu7pKm2ijQ,DBD3NB1ecSF5_OJNsXjK_w,vHt0CSynqesXox-9nBj7uA,1,1,0,0,"Walked in the door and my 9 year old pointed out that the place smelled like a bathroom. I shrugged it off and told her they must have been cooking a lot of eggs. I should have listened to my kid.

Ordered a specialty margarita that looked nothing like the picture and tasted like a watered down regular margarita. The waitress, who was doing double duty as the hostess, explained that all the bartenders ""do them differently"" and offered to take it back. I kept it, as I'm always afraid to send food back, who knows what I'll get in its place. Luke warm, bland food. So disappointed as I have been to a location in San Diego where the drinks and food were great. Oh well, we had to use our coupon...",1/30/2016 1:42
427,mmyTLeoDNbuZsKXRDy1www,#NAME?,GtioOu-ZcwVJUhTgox4lsA,1,1,0,0,"When to Grab breakfast as I do everyday. Get to work open my box and it appears that my food looks trampled and thrown away.

Not what I expect from Chick-Fil-a.  This is probably some of the worst looking breakfast I have had in awhile.",4/19/2017 13:11
433,0TKhdhzHnF0a3_ChRnZ0WA,MPc3f_wBwjwwal2Y8vcX0A,p0iEUamJVp_QpaheE-Nz_g,1,2,0,0,This place should be rated less than zero for customer service. We had a horrible experience with the buffet. Couldn't tell you about the food. We got in the line at 9:59 am and were told they were closed when the sign said they served until 10:00 am. That might have been ok if they weren't so rude and when we walked away the cashier actually laughed! OMG! I called to complain to the food service manager. I was told he was in meeting. Not even offered someone else or voice mail. I guess the lack of good customer service starts at the top. Too bad since it's not a bad place otherwise.,12/28/2013 21:32
440,_iNcYpFEyftAV-2ohKQqlg,VU2lpEyNSp16Gk8Ujrkiqw,rLTa-PztQLafDf70aKrNOA,1,3,3,0,"This place leaves a lot to desired. My dad and I went during the week because he was craving Mexican food. So, I suggested we give Gil's a shot - trying to support local restaurants. 

It was in a pretty dingy strip mall but we weren't deterred. There was a family eating on the patio so we decided to eat inside (and were the only ones in there, aside from one guy that stopped in to get a take-out order). 

We started with chips and salsa. The chips were descent - thicker than normal but tasty. The salsa (if you can call it that) was horrible. Not much better than tomato paste and a few spices. 

Then, we got a cheese crisp with green chiles. This was the highlight of the meal. Not a memorable cheese crisp but the green chiles were fresh and not canned. 

For entrees I got a shredded beef taco and my dad got a combo plate with an enchilada, rice and beans. Pretty bad - bland and nothing to come back for. 

The 1-star is for the friendly service, good chips and okay cheese crisp. But, if you're wanting Mexican food, you'd be better off at Valle Luna or Manuel's. 

And my rating is not because I'm comparing this place to normal ""Mexican food"" places - I know this place is supposed to be ""New Mexican."" I have been to good New Mexican food restaurants - this will never be one of them.",11/6/2012 4:19
446,45wqS8PK5IiO0wvRrjE5yw,HhjokdywLG6XLBkCG4HQcg,f-TB-ygTz5qYZpSsglgDbg,1,9,3,0,"There is no way this place deserve a high raiting on yelp

This is the most unprofessional and disorganized range I ever been to. I gave it a chance as it was close my home but I really regret I did

We arrived and immediately put our names on a list, upon asking how long will it be, the lady behind the counter replied, 20 to 30 minutes. That's ok I'll wait a bit and see what happens

I go and observe the range, only 7 spots, seems small but I'll deal with it. I see three lanes open up, range officer says over the radio, three lanes are open. 15 minutes go by, still no one in the lanes. The place is packed at this point.

Other customers are getting irritated. I go back and ask how much longer, she tells me 25 minutes. Another customer starts yelling ""there are three open lanes back there, what's the hold up"" she replies that she didn't know, after I observed four radio transmissions stating three lanes are available and one range personnel coming to the counter to say three lanes are open.

At this point, I had enough, got up and left and proceeded to range 702, where I started shooting within 5 minutes of arrival. 

Do yourself a favor, skip this place, unprofessional and a waste of time with a horrible set up",7/25/2016 5:33
447,EFpbg1HT1Zv455Gj0fMpmg,#NAME?,L4WsFJS9sGwn8a4QlRBSaA,1,0,0,0,So I was waiting  to check out and the lady who took me was very rude she needs to be trained to do her job right if she does nt.  like her job than leave.  She  was a lady maybe in her 50s she had black hair . I was asking her how much was each items I had a budget and I didn't want to go over and she said well that's why there a machine on the register to tell you how rude of her to say that to me . I felt like it was a bother of her having me there there fore I will never come back unless you want to have bad customer service,8/23/2018 23:42
448,Cnh4H5u0B1HJBt03f6IcvQ,wft2WZu4R1xKUVlVJHu_Qw,gP8s25-O3HlMEcbA7ZYW3g,1,0,0,0,"Worst Experience Ever! The customer service reps were very unprofessional and I was unable to get contacts, even though I had a prescription already written up. I tried to order contacts online through another company because they were so expensive. The company needed doc's approval, but was declined because I didn't go through the check up process that I wasn't notified about to make sure the contacts suited me. The entire process just to get in for an eye exam before was even more ridiculous.",3/7/2016 2:51
460,s3zWHOyPZjRwfu8pbAMdZA,CPTqcnBtrzQEvWTAIsbk1A,JtrYFTxskT97HQBAawjV3g,1,0,1,0,"Actually my name is Aaron Sloan. My ex-wife was Erin S. Just clarifying so they know exactly who posted this. I have spent over 1000 dollars and still not finished from 6+k in damages from the estimate on my car that I left there on a Wednesday afternoon and Geico estimated 15 days to repair it and then was told it was done the next Tues.morning. Corners cut? Anyone with half of a brain would agree. I asked where's my new rim damaged in the accident? Oh sorry here is another Geico adjuster present standing next to my car. Owner says my adjuster Tom Fletcher is an asshole and that the guy present standing next to my car was fair and he said he would get me a rim. And the owner also promised the rim regardless and when I asked how much more to do some touch up paint work he said FREE! Long as I would bring my business to them, from now on. 
     He surely noticed that my inspection was up soon as he promised me BOTH! Then I NEVER heard another word from them again since Dec.2016. And still have not been able to afford to fix all of the damage done in the accident that they overlooked due to quick in and out. I had to buy a new battery 3 days later when my car wouldn't start. Whatever mechanic worked on my car forgot to plug in the power cord to my new radiator cooling fan and my car overheated and had to spend money to get a diagnosis why it was overheating and was a simple wire not plugged in. So also proof it was never even tested to see if the new fan worked . This was a front end collision and then I had and still have a loud clicking sound coming from my front wheel where the rim wasn't replaced.  When I took it elsewhere for inspection soon after due to no reply from multiple messages left for the owner gone without a reply? Rather than bother with them after speaking with an ex-employee, I realized I was screwed.  So then I had a broken tie rod not noticed or added to my estimate and anyone knows you need an alignment when you replace a tie rod so another 300 bucks total. 
    But still have the clicking noise or loud tapping and my friend said it's either The CV joint or a bent control arm. But couldn't tell without it on a lift . So now will end up spending a fortune to finally get my car back to perfect operating condition like it was before one of their tow truck drivers just happened to be standing there in downtown Pittsburgh during rush hour with a walkie.  Waiting to prey on me. But I still haven't gotten to the most corrupt part.  Geico paid them from my estimate to recharge my A.C. since it was obvious that it was routine when my radiator, cooling fan, and coolant tank were all destroyed. But guess what happened when I went to actually USE my A.C. a couple months later once winter broke? Hot air. So I took it to Ryan's Auto/Goodyear in Moon. Twp., and explained everything to them. They said well I can't imagine they would have not recharged your system with refrigerant.  So I paid for a diagnosis and dye ran thru the system and nice of them to only charge me 75 bucks and guess what? Cold air!!! NO LEAKS! SO THEY NEVER EVEN RECHARGED MY A.C. Crooks! And guess what else ? I AM AN UBER DRIVER FOR 2PLUS YEARS NOW AND UBER HAS THEIR TEST TRACK BLOCKS AWAY FROM THIS SHOP IN HAZELWOOD JUST BEHIND THE RAILROAD TRACKS! I have driven Uber employees there too many times to count and as well as them? I tell ALL of my riders to NEVER take their car here no matter what.",6/27/2017 23:15
463,NqxZHcsUWzgNTZCpc1IV5w,9bHSiggZp1szjXxrqBM1cQ,ZGHMmErnJRKx5II4VcTwXg,1,0,0,0,worst company I have ever in my life dealt with all way up to management I will never in my life use this company ever again .and will tell everybody and companies I know not to use them. matter of fact every time i see their trash cans I'm gonna leave a note for other people about how they scam people and let their accounts drag on when there to be closed months ago .  use a different trash company,8/15/2018 20:51
465,yY0MEKwcJPxic0Cd9qX3UA,Zof5LevynuBuY00HNbbhlA,9H6crpi5M05v7Eny-KV8AA,1,1,0,0,"The menu is too large and they can only make Vietnamese food. We ordered Singapore noodles and vegetable fried rice, neither dish looked or tasted line their name sakes. It looked lime they didn't fry either one.

They brought our dishes out one at a time with 15 minutes between each. My wife asked for the Singapore noodles not to be too spicy and they cooked it without curry.

We will never come back here.",5/7/2016 1:01
473,kCkyGrMMRQbqx69dgzmnEA,I143qmTjREqTwAVWVsB6sw,EfAqol3tWckyNrBMIooJmg,1,1,1,0,"From take out box right to the trash can. I've had Persian, Arminian, Turkish beef Kabob before & I know my middle eastern food, but this thing was absolutely disguising! The minced beef (koobideh) was dry, not hot & very herbal. The rice stank so bad I didn't even touch it. I wonder how they managed to screw white rice like that. I don't even recommend this place to my enemies!",2/24/2016 0:02
493,FgXSF5w_OmaCJb27I1-5ow,DuGuP8ox6GNWjSjJbUBlBA,WUswpeAjbiww_xkSS8jTEA,1,4,1,0,"Extremely bad service:
WARNING!!! Do NOT eat here!
Even though the service and food here were both below average, the worst has nothing to do with their bad food/service, but business ethics (the thing that keeps businesses from cheating their customers).
This restaurant, my dear reader, has violated the key principle of doing business - they are cheaters:
They put a couple of sales promotions on yelp to lure you in and spend money, but when it is time to pay, the servers stare at the yelp page i hold in my hand and have the guts to say: ""sorry, we can not honor that...""
Naturally, I asked: ""why not? You put it on your yelp page, so i think you should honor it.""
This is the restaurant's response: ""sorry, but we haven't done that for a while now.""
""Not for anybody?""
""Yeah...not for anybody.""
Well, that was the end of it.
End of conversation.
End of trust.

Do you want to help stop this cheating restaurant's dirty practices?
If yes, then please find your food elsewhere, in a better place, with way better ethics.
Thank you.",7/25/2016 3:55
507,v-FhkSvirQVLmPMpgcdcNA,SS3sFA9ksCT9bjocM3Wbug,ID5wWJ9C7G0hfbQilvlfxA,1,0,0,0,I've been here several times over the last 3 years and the food is just okay! Nothing spectacular and highly over priced! I can get a better meal at  Taco Bell and for way cheaper! The service is good but other than that go somewhere else Downtown! Don't waste your money here!,4/7/2017 22:23
513,be4QW8H7K5QrWwS9Bvj5cQ,96t9mDuBpfdYSbJ31dpakA,C6C_dc78Zhzei9wrZs-tdQ,1,0,0,0,"As soon as we came inside the room, found our first roach.... and there's nothing they can do about it. Never staying here again. SO BE CAREFUL WHEN YOU STAY HERE.",7/28/2017 18:31
514,5_EOd1BSzONi6TmEi_VoxA,QuBSBx00-WTomonbXgaqmw,LJSEmHKt4GH8UlXvaUnBNw,1,6,0,0,"2 words: RIP OFF
I made the mistake of booking an appointment AND paying up front for a package before reading any of the reviews. The girl who sold me the package asked me what areas i would like lasered and i told her exactly what i wanted to be done (i have done numerous laser treatments in the past) so she told me that this package would be perfect for me. Later when i go in for my appointment they tell me that i have to pay extra for this body part and that body part! Not only did they sell me the wrong package but they refuse to refund me my money and want me to pay more that i initially anticipated. They never sent me a reciept (as the purchase was made over the phone) and the laser technician literally spent 10 minutes with me for full legs and bikini and face! They are in the business to scam individuals who are new to laser treatment and have no idea what to expect. All i can say is STAY AWAY",11/20/2017 18:33
515,E2ZujnfG-jn7e-IWAOBDpQ,PwFqk6C35K_ZJOdzu4gUUw,xmAakatNKpvIJ-Fmq5swCw,1,2,1,0,"Initial experience left a HORRID TASTE IN MY MOUTH and I never even tried the food!!!!!

Just had an -interesting- conversation with the girl who answers the phone, Amanda. 
WOW.
After being asking what I was calling for (catering an event, duh!) I told her what I needed, I was put on hold, phone was answered again by Amanda who acted like she hadn't just talked to me 6 seconds before and asked the same question again. 

Her absolutely lack of professionalism quickly wore down my patience. I felt like I was dealing with a 15 year old!!

In the middle of asking me what our date was for our wedding, venue, etc., she blurts out ""Oh, you know there is a 5k minimum for December. You know that, right?"" 
I was baffled by the way she said this, as well as there was no surrounding explanation or context... When I asked ""Why?"" She laughed at me and then said ""Well, thats just our policy."" Okay, that's fine. There are much, MUCH better ways of presenting this to a prospective client. Also, you probably shouldn't say it to someone when you don't know what their budget is or how much they are willing to pay. Moreover, the condescending, rude tone in which you say things like that have a lasting effect. 

They don't know that they are on the preferred vendor's list at my venue, they don't know specific rules or things that the venue already provides and this girl seems to have no grasp of how to get details from someone without asking the most idiotic questions. If someone keeps saying ""We just require a plated dinner, no other services from you."" You don't need to keep asking things like ""what about cake, what about a bartender, what about hors D'oeuvres?"" ""NO! Just a plated dinner."" 

Total incompetence, lack of professionalism, rude, and absolutely not a business who I would recommend working with after this brief and exhausting exchange. 

I wanted to book a simple consultation to try to talk to a coherent adult about food, do a tasting, and then sign a contract --TO GIVE YOU MONEY--! 

To the owner of this business: 
(Before I completely wrote you off as my potential caterer) I requested that when I got my call back, I would like to deal directly with the owner, Jennifer. 
Amanda rudely asked ""Why?!?"" I told her that I would like to deal with someone who knows the venue that I am booked at, (considering you are a preferred vendor there). 
I would strongly suggest getting someone else who knows how to deal with customers, has a better ""table-side manner"", and knowledge of halfway decent customer service. 
I have had much more pleasant experiences with call center employees.",2/5/2014 19:28
516,FL62KUvQIiVPfGozqiVEdQ,ArAyrioD75AC01DF-Jo1DQ,d_q4avZYM1sOlQP7noJKVg,1,0,0,0,"After hearing about people rave about this place I decided to try it out for myself he other day. Went online and saw the menu, saw the ""famous Sonoran dogs"" and immediately wanted that to try. Saw that they had an option to order and pay online to avoid the line and pick up quickly. Heck yeah I'll take it! Ordering through a phone call or going in would be better. Put my order and a couple co workers order in online and paid. 25 bucks gone. Another co worker left to get the food and went to the counter to pick up order. Luckily he made it just as it started filling up with people. The employee at the counter didn't have any idea what he was talking about when he said he was there for an online order pickup. Luckily I printed out my ""invoice"" as they call it and sent it with him. Had it not been for him having that paper they wouldn't have taken the order. I get it, sometimes technology doesn't work right and you get missed. They realized and said sorry and made the order quickly. Now for the food.. we were all excited to try this place as it was new for us all. Every single item we ordered was made incorrectly. Whether it was missing an item that was checked off on the invoice and paid for or just the wrong ingredient. There was absolutely no flavor in any of the food. It was literally bland from the tacos, to the burritos, even the ""salsa"" was bad. If you don't have taste buds then this place might be good for you. I on the other hand don't wanna do it again.",8/4/2018 20:32
541,2VXfB7-yJM7bF9rBK28oqg,zw--A1hdbdLuAf3Lu3oJWQ,QTT_kax-2H0Am7_6fSgxwQ,1,4,0,0,The village is one of the worst places to live near the UIUC Campus. Their staff is very unprofessional and they have no empathy toward any of their tenants. They provide late notice about everything while expecting you to pay on time. I have never seen such horrible customer services and treatment toward tenants. DO NOT LIVE HERE. Don't get sucked in by the low promotional fees. They don't last and at the end of the day the head ache isn't worth it.,6/27/2017 23:03
543,Bl0ro6Sv5sL8VusH3ND6ig,MbKhZ5jip0OVZ_4Lx3S0lg,XBIgiDL_sXYOroaX4ULaUw,1,2,0,1,"BEWARE: There is a guy who works here, tall, glasses and painfully forgetful. I've gone here a total of three times in the past month for a quick fix with my siblings and he's gotten our order wrong each of those times. He must be new, but he does seem genuinely sorry after he adds or subtracts something from our order.

Regardless, he's not why I give this McDonalds 1 star.

This place is usually jam packed with teens by 1pm during the school year and during the summer, just can't catch a break. 

Location is usually messy and has THE LOUDEST DOOR EVER! 

Service is mediocre to the max, then again, this is McDonalds, no 5 star review here.",7/16/2012 9:31
549,JrrTV0W0I1ghblJYSTZYTw,SbpEMWghc9wXo-iv2ESXsg,XhUec_6-kgPy1_ZYUrzvPQ,1,2,1,0,"This review is not for the food or dining, it's only for the reservation & host/management experience.  In short, making a reservation means nothing!  I reserved a table for 4 on Saturday night at 7:15pm to welcome my colleagues to a nice meal while staying at the M Resort & Casino.  It was crowded when we arrived, and the host snapped at us saying it would be another 30 minutes for our reservation. I asked if we could go to the bar while we wait, and she said there was no room there either.  So we went to a Casino bar & came back 30 minutes later, and the manager told us it'd be at least another 30 minutes.  They weren't at all polite, they acted like we were being a pain for coming back. SERIOUSLY?!  So I asked them to take my number down & call me when the table was ready, and she begrudgingly did.  Well, they NEVER called me to say our table was ready.... good thing we snagged one at the Burger & Brews place next door.


Clearly, Anthony's doesn't know how to manage their reservations.... obviously an OpenTable reservation doesn't guarantee you a table.  We were super let down because the menu looks great, but I can't comment on that.",2/23/2018 22:03
